P_ID,DEPTH,LOC,ORDER,I09,I10,I11,I12,I13,I14,I15,I16,I17,I18,I19,I20,I21,I22,I23,I01,I03,I29,I31,STIMULI,POOL,SCORE
s432,2,R,f,,,,,,,L,L,L,X,X,X,X,X,R,L,L,R,R,simulated,simulated,2461.6692063492064
s433,2,C,m,,,,X,X,X,X,X,X,X,X,X,,,,L,L,R,R,simulated,simulated,2506.0888888888894
s434,3,L,b,X1,L3,L3,L3,L3,L3,L1,R2,R2,,,,,,,L1,L1,L1,R1,simulated,simulated,2356.6533333333336
s435,3,R,a,,,,,,,R3,R3,R3,X1,R3,R3,R2,R2,R2,L1,L1,R1,R1,simulated,simulated,2532.0555555555557
s436,2,L,f,L,L,L,R,L,L,L,L,L,,,,,,,L,L,R,R,simulated,simulated,2490.683094128094
s437,2,R,a,,,,,,,L,L,L,R,R,R,R,R,R,L,L,R,R,simulated,simulated,2503.1263416213415
s438,3,C,b,,,,R3,R3,R3,R3,R3,R3,R3,R2,R2,,,,L3,L2,R1,R1,simulated,simulated,2486.4666666666667
s439,3,R,m,,,,,,,X1,X1,R1,R3,R2,R3,R2,R2,R1,L3,L1,R1,R1,simulated,simulated,2515.165555555556
s440,2,L,m,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,L,simulated,simulated,2458.236438093497
s441,2,R,b,,,,,,,R,R,R,R,R,R,R,L,L,L,L,L,R,simulated,simulated,2332.5203997854
s442,3,L,f,L3,L2,L2,L2,L2,L2,L2,L2,R1,,,,,,,L1,L1,R1,L1,simulated,simulated,2410.793015873016
s443,3,C,a,,,,R3,R2,L3,L3,L3,R2,R1,L3,R2,,,,R1,L1,R1,R1,simulated,simulated,2277.1311111111113
s444,2,C,a,,,,R,R,R,R,R,R,R,R,R,,,,L,X,R,R,simulated,simulated,2444.5220905945907
s445,3,L,m,L2,L2,L3,R2,L2,L1,L2,L2,L2,,,,,,,L1,L1,R2,L3,simulated,simulated,2375.713253968254
s446,3,R,f,,,,,,,X1,L3,X1,X1,X1,X1,R2,R2,R2,L1,L1,R1,R1,simulated,simulated,2499.527777777778
s447,2,L,b,L,L,R,X,R,L,L,L,L,,,,,,,L,L,L,R,simulated,simulated,2326.3233418433424
s448,2,L,f,L,L,X,L,L,L,L,R,L,,,,,,,L,L,R,R,simulated,simulated,2489.5973554223556
s449,3,R,m,,,,,,,R3,R3,R3,R3,R3,R2,R2,R2,R2,L3,L3,R1,R1,simulated,simulated,2557.688888888889
s450,2,R,a,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,simulated,simulated,2553.2817065342065
s451,3,C,b,,,,L2,L2,R2,L1,R2,R2,R2,R2,R2,,,,L1,L2,R1,L3,simulated,simulated,2367.4996031746036
s452,2,R,f,,,,,,,L,L,X,R,R,R,R,R,R,L,L,R,R,simulated,simulated,2508.1093310393308
s453,2,C,m,,,,X,X,X,X,X,X,X,X,X,,,,R,L,R,R,simulated,simulated,2401.0240476190475
s454,3,L,b,L2,L2,L2,X1,X1,X1,X1,X1,X1,,,,,,,L3,L1,R1,R2,simulated,simulated,2516.3777777777777
s455,3,R,a,,,,,,,L2,R2,R2,R2,R2,R2,L2,R2,R2,L1,L1,R1,R1,simulated,simulated,2476.8449735449735
s456,3,C,m,,,,X1,X1,X1,X1,X1,X1,X1,X1,X1,,,,L3,R2,R3,R3,simulated,simulated,2396.0777777777776
s457,2,C,f,,,,L,L,L,L,R,L,R,X,R,,,,L,L,R,R,simulated,simulated,2452.811548821549
s458,3,R,b,,,,,,,R3,R3,R3,R3,R2,R3,R2,R1,R2,L3,L1,R1,R1,simulated,simulated,2545.5322222222226
s459,2,L,a,L,L,X,L,X,X,X,X,X,,,,,,,X,L,R,R,simulated,simulated,2461.343915343916
s460,2,R,b,,,,,,,R,R,R,R,X,R,R,L,R,L,L,R,R,simulated,simulated,2450.0367095867095
s461,3,L,f,R2,L2,L3,L2,L3,L3,L3,L3,R2,,,,,,,L1,L1,R1,R1,simulated,simulated,2463.1000000000004
s462,3,C,a,,,,L2,L3,L2,L2,L3,L3,R3,X1,R3,,,,L1,L1,R2,R1,simulated,simulated,2465.827777777778
s463,2,L,m,L,L,X,X,X,X,X,X,X,,,,,,,L,L,R,R,simulated,simulated,2513.9808465608467
s464,3,R,f,,,,,,,X1,X1,X1,X1,X1,X1,X1,L1,R2,L1,L1,L3,L3,simulated,simulated,2289.412222222222
s465,2,C,a,,,,L,L,X,X,R,R,R,R,R,,,,L,L,R,R,simulated,simulated,2473.0490885040886
s466,2,L,b,L,L,L,X,X,X,X,X,X,,,,,,,X,L,R,R,simulated,simulated,2468.5405820105825
s467,3,L,m,L2,L2,L3,L3,L2,L3,L3,L3,L3,,,,,,,L1,L1,R1,X1,simulated,simulated,2517.692222222222
s468,2,R,a,,,,,,,X,X,X,R,R,R,R,R,R,L,L,R,R,simulated,simulated,2529.0378495578498
s469,3,C,b,,,,R1,R2,R3,R3,R3,R1,R1,R1,R1,,,,L1,L1,R1,R1,simulated,simulated,2422.039576719577
s470,3,R,m,,,,,,,R2,R2,R2,R2,R2,R2,R2,R2,R2,L3,L1,X1,R3,simulated,simulated,2497.1666666666665
s471,2,L,f,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,simulated,simulated,2553.2817065342065
s472,2,R,f,,,,,,,L,L,R,R,R,R,R,R,R,L,L,R,R,simulated,simulated,2519.0554071854067
s473,3,L,b,L1,X1,L3,L2,L3,L3,L3,R3,R3,,,,,,,L1,L1,R1,R1,simulated,simulated,2485.045555555556
s474,3,R,a,,,,,,,L1,L1,L1,R3,R3,R3,R3,L1,R2,L2,L2,R1,R1,simulated,simulated,2436.877777777778
s475,2,C,m,,,,X,X,X,X,X,X,X,X,L,,,,L,L,R,L,simulated,simulated,2360.4773809523813
s476,3,L,a,L2,L3,L3,L3,L1,L3,L3,L3,L3,,,,,,,L1,L1,R3,R1,simulated,simulated,2542.6644444444446
s477,2,R,m,,,,,,,X,X,X,X,X,X,X,X,X,R,L,R,X,simulated,simulated,2360.4979365079366
s478,3,C,f,,,,L2,L3,L3,L3,L3,L3,L3,L3,L3,,,,L1,L1,R3,R3,simulated,simulated,2491.0833333333335
s479,2,C,b,,,,L,L,L,L,R,L,R,R,R,,,,L,L,R,R,simulated,simulated,2467.259980759981
s480,2,L,a,L,L,L,X,R,R,X,R,R,,,,,,,L,L,R,R,simulated,simulated,2452.673544973545
s481,3,C,m,,,,L2,L2,L2,L2,L2,L1,L1,R3,R3,,,,L3,L3,R1,R1,simulated,simulated,2447.532063492064
s482,3,R,b,,,,,,,R1,R3,R3,R3,R2,R2,R3,L2,R3,L1,L1,L1,R1,simulated,simulated,2358.4122222222227
s483,2,C,f,,,,L,L,L,L,L,L,L,L,L,,,,L,L,R,R,simulated,simulated,2477.9032017057016
s484,2,C,a,,,,L,X,R,X,X,X,X,X,L,,,,L,L,R,R,simulated,simulated,2419.612433862434
s485,3,L,m,R2,L2,L2,L3,L3,L3,L3,X1,X1,,,,,,,L1,L1,R1,R1,simulated,simulated,2460.577777777778
s486,3,R,f,,,,,,,L2,L3,X1,X1,X1,R2,R1,R2,R2,L1,R3,L3,R1,simulated,simulated,2304.4777777777776
s487,2,L,b,L,L,L,L,L,L,X,X,R,,,,,,,L,L,R,R,simulated,simulated,2516.7241193991194
s488,2,R,b,,,,,,,R,R,R,R,R,R,R,R,R,L,X,R,R,simulated,simulated,2516.7505954230955
s489,3,L,f,L2,L2,L2,L3,L3,L3,L3,L3,L3,,,,,,,L1,X1,R1,R1,simulated,simulated,2509.688888888889
s490,3,C,a,,,,L3,L3,L3,R3,R3,R3,R3,R3,R3,,,,L1,X1,R1,R1,simulated,simulated,2450.4722222222226
s491,2,L,m,L,L,L,L,L,L,L,L,R,,,,,,,L,L,R,X,simulated,simulated,2496.3737791837793
s492,2,R,a,,,,,,,R,X,R,R,R,R,R,R,R,L,L,R,R,simulated,simulated,2535.8302871202873
s493,2,L,f,L,L,L,L,L,L,L,L,L,,,,,,,L,L,X,R,simulated,simulated,2516.7505954230955
s494,3,C,b,,,,L3,L3,L3,L2,L3,R3,R3,R3,R2,,,,L2,L1,R1,R1,simulated,simulated,2475.488888888889
s495,3,R,m,,,,,,,R3,R3,R3,R3,R3,X1,R3,L3,R2,L1,L1,R1,L3,simulated,simulated,2374.405555555556
s496,3,R,a,,,,,,,L2,R2,R2,R2,R2,R2,R2,R2,R2,R2,L1,L2,R1,simulated,simulated,2342.5
s497,2,R,f,,,,,,,X,X,X,X,X,R,R,R,R,L,X,R,R,simulated,simulated,2470.802972582973
s498,3,L,b,L3,L3,L3,L3,L3,L3,L2,R2,R3,,,,,,,L1,L1,R1,R1,simulated,simulated,2517.3277777777785
s499,2,C,m,,,,R,R,R,R,R,R,R,R,R,,,,L,L,R,L,simulated,simulated,2386.634782994783
s500,2,R,m,,,,,,,R,R,R,R,R,R,R,R,R,L,L,X,R,simulated,simulated,2503.577053687053
s501,3,C,f,,,,L2,L1,L2,L2,X1,X1,X1,R2,R1,,,,L1,L1,R3,R1,simulated,simulated,2461.456666666667
s502,3,L,a,L1,L3,L3,X1,X1,X1,X1,X1,R1,,,,,,,R3,L3,R2,R2,simulated,simulated,2394.3222222222225
s503,2,C,b,,,,X,R,R,R,R,R,R,R,R,,,,L,L,L,R,simulated,simulated,2377.8767700817702
s504,2,L,a,L,L,X,L,L,L,L,R,R,,,,,,,R,L,R,R,simulated,simulated,2395.2532130832133
s505,2,C,f,,,,L,L,L,L,L,L,L,L,L,,,,X,R,R,R,simulated,simulated,2346.781865541866
s506,3,C,m,,,,L2,L2,L2,R1,X1,R3,R3,R3,R2,,,,L1,L1,L3,R1,simulated,simulated,2370.8411111111113
s507,3,R,b,,,,,,,R3,R3,R3,R3,R3,R3,R3,R2,R3,L1,L2,R1,R2,simulated,simulated,2548.8055555555557
s508,3,L,b,L2,L2,L2,L3,L3,L3,X1,X1,R3,,,,,,,L1,L1,R1,R3,simulated,simulated,2518.477777777778
s509,2,R,f,,,,,,,X,X,X,X,X,X,X,X,R,L,L,R,R,simulated,simulated,2510.0529365079365
s510,3,R,a,,,,,,,X1,X1,R1,L1,R3,R3,R3,L2,R2,L1,L1,L1,R3,simulated,simulated,2314.8688888888887
s511,2,C,m,,,,L,L,L,X,X,X,X,X,X,,,,L,R,R,R,simulated,simulated,2384.7417460317465
s512,3,C,f,,,,L2,L2,L2,L2,L2,L2,R3,R3,R3,,,,L1,L2,R2,R1,simulated,simulated,2473.3559523809527
s513,2,R,m,,,,,,,R,R,R,R,R,R,R,L,R,L,R,R,R,simulated,simulated,2393.4595065120066
s514,3,L,a,L2,L2,L2,R2,R1,L3,L3,L3,R3,,,,,,,L1,L1,R1,R1,simulated,simulated,2439.167777777778
s515,2,C,b,,,,L,L,L,X,R,R,R,L,R,,,,L,L,R,R,simulated,simulated,2438.4693169793172
s516,3,C,a,,,,L2,L2,L3,L3,L3,R3,R3,R1,L3,,,,L1,L1,R1,R1,simulated,simulated,2446.806666666667
s517,2,L,m,L,L,L,L,L,L,L,L,L,,,,,,,L,X,R,R,simulated,simulated,2503.577053687053
s518,2,R,b,,,,,,,R,R,R,R,R,R,L,R,R,L,L,R,R,simulated,simulated,2484.2588211788216
s519,3,L,f,L1,L3,L2,L2,L3,L3,L3,L3,L3,,,,,,,L1,L1,R1,R1,simulated,simulated,2547.9844444444448
s520,2,L,a,L,L,L,L,L,X,X,X,X,,,,,,,L,L,R,R,simulated,simulated,2524.84303992304
s521,3,C,m,,,,X1,X1,X1,X1,L1,X1,X1,X1,X1,,,,L1,L1,R1,R1,simulated,simulated,2470.438412698413
s522,2,C,f,,,,R,L,L,L,L,L,L,R,R,,,,L,L,R,R,simulated,simulated,2425.013271728272
s523,3,R,b,,,,,,,R3,R3,R3,R3,R3,R3,R3,R3,R2,L1,R3,R1,L2,simulated,simulated,2373.4000000000005
s524,2,L,m,L,L,L,L,L,L,L,L,R,,,,,,,L,L,R,R,simulated,simulated,2535.4665569615568
s525,2,R,b,,,,,,,R,R,R,L,R,R,R,R,R,L,L,R,R,simulated,simulated,2505.802807007807
s526,3,L,f,L3,L3,L2,L3,L3,L3,L3,L3,L3,,,,,,,L2,L1,R1,R3,simulated,simulated,2545.7938095238096
s527,3,C,a,,,,L3,L3,L3,L3,R2,R3,R3,R3,R3,,,,L1,L1,R1,R1,simulated,simulated,2484.9722222222226
s528,2,L,b,L,L,L,L,L,R,X,R,R,,,,,,,L,L,X,R,simulated,simulated,2440.5908970658975
s529,3,L,m,L2,L2,L2,L2,L3,L3,L3,L3,L3,,,,,,,L1,L1,R3,L2,simulated,simulated,2433.977777777777
s530,2,C,a,,,,L,L,R,L,L,L,L,X,R,,,,X,X,L,R,simulated,simulated,2266.42582972583
s531,3,R,f,,,,,,,L3,L3,L3,L3,L3,R3,R2,R2,R2,L1,L1,R1,R1,simulated,simulated,2484.844444444445
s532,2,R,m,,,,,,,R,R,R,R,R,R,R,R,R,L,L,L,R,simulated,simulated,2456.1633235283234
s533,3,C,f,,,,L3,L3,L3,L3,L3,R3,L3,L3,R3,,,,L1,L1,R1,R3,simulated,simulated,2465.8866666666668
s534,3,L,a,L2,L2,L2,X1,L2,L2,X1,X1,X1,,,,,,,L1,L1,R1,R3,simulated,simulated,2513.627142857143
s535,2,C,b,,,,R,R,R,R,R,R,R,R,R,,,,L,L,R,R,simulated,simulated,2477.903201705702
s536,3,R,a,,,,,,,X1,X1,X1,X1,R3,R2,L1,R2,R2,L3,L1,R3,R3,simulated,simulated,2452.688888888889
s537,3,L,b,L2,L3,L3,L3,L3,L1,R3,R2,R2,,,,,,,L1,L3,R2,R1,simulated,simulated,2481.4200000000005
s538,2,C,m,,,,X,X,X,X,X,X,X,X,X,,,,L,L,L,R,simulated,simulated,2403.544047619048
s539,2,R,f,,,,,,,R,R,X,R,R,R,R,X,R,L,L,R,R,simulated,simulated,2493.460534650535
s540,2,L,m,L,L,L,L,R,L,L,L,L,,,,,,,L,R,R,L,simulated,simulated,2321.982717837718
s541,3,L,f,L2,L2,R2,L2,L3,L3,L3,L3,L3,,,,,,,L1,L2,R1,R1,simulated,simulated,2483.4944444444445
s542,3,C,a,,,,X1,L1,X1,X1,R3,R3,R3,R2,R3,,,,L1,L2,R1,R1,simulated,simulated,2466.9500000000007
s543,2,R,b,,,,,,,R,R,R,R,R,R,R,R,R,L,L,L,R,simulated,simulated,2456.1633235283234
s544,3,R,b,,,,,,,X1,R3,R3,R3,R3,R3,R2,R3,R1,L3,L1,R1,R1,simulated,simulated,2539.4733333333334
s545,2,C,f,,,,L,L,L,L,R,R,R,R,R,,,,L,L,R,R,simulated,simulated,2478.8433140933143
s546,2,L,a,L,L,L,L,X,X,X,X,R,,,,,,,L,L,R,R,simulated,simulated,2505.498131313131
s547,3,C,m,,,,X1,X1,X1,X1,X1,X1,X1,X1,X1,,,,L3,R3,R1,R1,simulated,simulated,2408.5777777777776
s548,2,L,b,L,L,L,X,X,X,X,R,R,,,,,,,L,L,L,R,simulated,simulated,2379.8945598845603
s549,3,L,m,L2,L2,L2,L1,L3,L2,L1,L3,L3,,,,,,,L1,L1,R1,R3,simulated,simulated,2524.426666666667
s550,2,C,a,,,,L,R,R,R,X,R,R,R,R,,,,L,L,R,R,simulated,simulated,2456.597462352462
s551,3,R,f,,,,,,,L3,L3,L3,L3,L3,R2,R2,R2,R2,L1,L1,R1,R1,simulated,simulated,2486.2666666666673
s552,3,L,b,L3,L3,L3,X1,X1,X1,X1,X1,R3,,,,,,,L2,L2,R2,R1,simulated,simulated,2498.0888888888885
s553,2,C,m,,,,X,X,X,X,X,X,X,X,X,,,,L,L,R,R,simulated,simulated,2506.0888888888894
s554,3,R,a,,,,,,,R3,R2,R3,R3,R3,L3,R2,R2,R2,L3,L2,R1,R1,simulated,simulated,2485.6222222222223
s555,2,R,f,,,,,,,L,L,X,L,R,R,R,R,R,L,L,L,R,simulated,simulated,2395.011916786917
s556,2,R,a,,,,,,,L,L,L,X,R,R,R,L,R,L,L,R,R,simulated,simulated,2438.469316979317
s557,3,R,m,,,,,,,L2,X1,R3,R3,R3,X1,R3,L2,R2,X1,L2,R1,R1,simulated,simulated,2389.0533333333333
s558,2,L,f,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,simulated,simulated,2553.2817065342065
s559,3,C,b,,,,R3,R3,R3,R3,R3,R3,R3,R3,R3,,,,L3,L3,R1,R1,simulated,simulated,2495.6611111111115
s560,2,C,b,,,,X,X,R,R,R,R,R,R,R,,,,L,L,R,R,simulated,simulated,2471.973513893514
s561,3,C,f,,,,R2,L2,L3,L2,L3,L3,L2,L3,R2,,,,R3,L1,R1,R1,simulated,simulated,2328.01
s562,3,L,a,L2,L3,L3,L3,X1,X1,L3,L3,L3,,,,,,,L1,L1,R2,R3,simulated,simulated,2505.0088888888895
s563,2,R,m,,,,,,,R,R,R,R,R,R,R,R,R,R,X,R,X,simulated,simulated,2374.491562604063
s564,3,C,a,,,,L2,L3,L3,L3,L3,L2,L2,L3,R3,,,,L1,L1,R1,R1,simulated,simulated,2467.4322222222227
s565,2,R,b,,,,,,,L,R,R,R,R,R,R,R,R,L,R,R,R,simulated,simulated,2442.5356747881747
s566,2,L,m,L,L,L,R,L,L,L,L,L,,,,,,,L,L,R,R,simulated,simulated,2490.683094128094
s567,3,L,f,L2,L2,L2,L3,L3,L3,L3,L3,L3,,,,,,,L3,L2,R2,R3,simulated,simulated,2530.105555555556
s568,2,L,f,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,simulated,simulated,2553.2817065342065
s569,3,C,b,,,,L2,R3,R3,R3,R3,R3,R3,R3,L3,,,,L1,L1,R1,R1,simulated,simulated,2437.822222222222
s570,2,R,a,,,,,,,X,R,R,R,R,L,R,R,R,L,L,R,L,simulated,simulated,2390.8857927257927
s571,3,R,m,,,,,,,X1,X1,R2,R2,R2,L3,R2,L1,R2,L2,L1,R3,R1,simulated,simulated,2403.9665079365077
s572,3,L,b,L1,L1,L3,L1,L1,L1,X1,X1,R3,,,,,,,R3,L1,R2,R1,simulated,simulated,2406.5607936507936
s573,2,C,m,,,,L,L,X,X,X,R,R,R,R,,,,L,R,R,X,simulated,simulated,2329.072005772006
s574,2,R,f,,,,,,,X,X,X,X,X,X,X,X,X,L,L,R,R,simulated,simulated,2506.0888888888885
s575,3,R,a,,,,,,,X1,X1,X1,R1,R2,R2,R2,R2,R2,L3,L2,R3,R1,simulated,simulated,2515.577777777778
s576,2,L,b,L,L,X,X,X,X,X,X,X,,,,,,,L,L,R,R,simulated,simulated,2513.9808465608467
s577,3,L,m,L2,L3,L3,L2,L3,L3,L3,L3,L3,,,,,,,L1,L1,R1,R1,simulated,simulated,2555.936666666667
s578,3,R,f,,,,,,,R3,R3,R3,R3,R3,R3,R3,L3,R2,L1,L1,R1,R3,simulated,simulated,2471.333333333334
s579,2,C,a,,,,X,X,X,L,X,X,X,X,X,,,,L,L,R,R,simulated,simulated,2477.3876984126982
s580,2,C,b,,,,L,L,L,L,R,R,L,R,R,,,,L,L,R,R,simulated,simulated,2456.9086556036555
s581,3,L,a,R1,L2,L2,L2,L2,L1,L3,L3,L3,,,,,,,L1,L1,L3,R2,simulated,simulated,2371.658888888889
s582,2,R,m,,,,,,,X,L,R,R,R,R,R,R,R,L,L,R,X,simulated,simulated,2471.970924630925
s583,3,C,f,,,,L2,R2,L3,L3,L3,L3,R2,R2,R2,,,,L2,L1,R1,R1,simulated,simulated,2439.54
s584,3,C,m,,,,L2,L2,X1,L1,X1,X1,L2,X1,R3,,,,L3,L2,R1,R1,simulated,simulated,2436.3455555555556
s585,3,R,b,,,,,,,R2,R2,R2,R2,R2,R2,R2,R2,R2,L1,L3,R1,R1,simulated,simulated,2557.5222222222224
s586,2,C,f,,,,L,X,X,X,R,X,X,X,X,,,,L,L,R,R,simulated,simulated,2466.8747619047617
s587,2,L,a,L,L,L,L,L,L,L,L,R,,,,,,,L,L,L,R,simulated,simulated,2442.535674788175
s588,3,C,m,,,,L3,R2,L3,L2,X1,L3,R1,R1,R2,,,,L1,L1,R2,R1,simulated,simulated,2415.864444444445
s589,3,R,b,,,,,,,R2,R2,R2,R2,R2,R2,R3,R2,R2,L1,L3,R1,R1,simulated,simulated,2547.9271164021166
s590,2,C,f,,,,L,L,L,L,L,X,L,X,R,,,,L,L,R,R,simulated,simulated,2465.5136026936025
s591,2,L,a,X,L,L,L,L,L,X,L,L,,,,,,,L,L,R,R,simulated,simulated,2490.36923983424
s592,3,C,m,,,,L3,L3,L3,L3,L3,L2,L3,L3,L3,,,,L1,L1,R3,R1,simulated,simulated,2479.045873015873
s593,2,L,a,L,L,X,L,L,R,X,X,X,,,,,,,L,L,R,R,simulated,simulated,2475.0134728234734
s594,3,R,b,,,,,,,R3,R3,R3,R3,R3,R3,R3,R3,R3,L2,L1,R1,R1,simulated,simulated,2560.3222222222225
s595,2,C,f,,,,L,L,L,L,L,L,L,L,L,,,,L,L,R,R,simulated,simulated,2477.9032017057016
s596,2,R,m,,,,,,,R,R,R,L,R,R,R,R,R,L,L,R,R,simulated,simulated,2505.802807007807
s597,3,C,f,,,,L1,L3,X1,L3,L2,L1,R3,R3,R3,,,,L1,L1,R1,R1,simulated,simulated,2443.91
s598,2,C,b,,,,L,L,L,L,R,R,R,L,R,,,,L,L,R,R,simulated,simulated,2447.660740740741
s599,3,L,a,L2,L2,R2,L2,L2,L2,L2,R3,R2,,,,,,,L3,L1,L2,R1,simulated,simulated,2352.667195767196
s600,2,R,b,,,,,,,X,R,R,R,L,R,R,R,R,L,L,R,R,simulated,simulated,2490.007874162874
s601,3,L,f,L2,L2,L2,L3,L3,L3,L3,L3,L3,,,,,,,L1,L1,R1,R1,simulated,simulated,2561.6222222222223
s602,2,L,m,R,X,L,L,L,R,L,L,R,,,,,,,L,L,R,R,simulated,simulated,2400.39848965849
s603,3,C,a,,,,L3,L3,L3,L3,X1,X1,X1,R3,R2,,,,L1,L1,R1,R1,simulated,simulated,2481.4944444444445
s604,3,C,m,,,,R3,R3,R3,R3,R3,R3,R3,R3,R1,,,,L1,L1,R1,R1,simulated,simulated,2484.884444444445
s605,2,L,a,L,L,L,L,L,L,X,X,R,,,,,,,L,R,R,R,simulated,simulated,2419.253179413179
s606,3,R,b,,,,,,,R3,R3,R3,R3,R3,R2,R1,R2,R2,L1,L3,R2,R1,simulated,simulated,2539.4944444444445
s607,2,C,f,,,,L,L,L,L,L,L,L,L,L,,,,L,L,L,R,simulated,simulated,2405.98267484694
s608,3,L,m,L2,L2,L3,L2,X1,L3,X1,X1,X1,,,,,,,L3,L1,R3,R1,simulated,simulated,2509.1222222222223
s609,2,C,a,,,,X,X,X,L,X,X,X,R,R,,,,X,L,R,R,simulated,simulated,2419.4996560846566
s610,3,R,f,,,,,,,L2,L2,L1,R3,R3,R3,R3,R3,L1,L1,X1,R1,R1,simulated,simulated,2386.3455555555565
s611,2,L,b,L,L,R,L,L,R,L,L,X,,,,,,,L,L,X,R,simulated,simulated,2400.670946830947
s612,2,R,m,,,,,,,R,R,R,R,R,R,R,L,X,L,L,R,R,simulated,simulated,2439.474365449366
s613,3,L,a,L2,X1,L2,L2,L2,R3,L2,R3,R3,,,,,,,L1,L1,R1,R1,simulated,simulated,2469.703968253968
s614,3,C,f,,,,L3,L3,R3,L3,L3,R3,R3,R3,R3,,,,L1,L2,R2,R1,simulated,simulated,2462.4222222222224
s615,2,C,b,,,,R,R,R,R,R,R,R,R,R,,,,L,R,R,R,simulated,simulated,2405.98267484694
s616,3,C,m,,,,R3,R3,R3,R3,R3,R3,R3,R3,R3,,,,L3,L3,R1,R1,simulated,simulated,2495.6611111111115
s617,2,C,f,,,,L,L,R,L,L,L,R,R,R,,,,L,L,R,R,simulated,simulated,2447.5880134680133
s618,3,R,b,,,,,,,R3,R3,R3,R3,R3,R3,R2,R3,R3,R2,L3,R1,R1,simulated,simulated,2432.49380952381
s619,2,L,a,L,L,L,L,L,L,X,L,L,,,,,,,L,L,R,R,simulated,simulated,2530.325738520739
s620,3,C,b,,,,L3,X1,X1,R1,R2,R2,R2,R2,R2,,,,L1,L1,R1,R1,simulated,simulated,2462.03873015873
s621,2,L,f,X,L,L,L,L,L,L,L,L,,,,,,,L,R,R,R,simulated,simulated,2415.605933510934
s622,3,R,m,,,,,,,R3,X1,R3,R2,R3,R2,R2,R3,R2,L1,L2,X1,R1,simulated,simulated,2478.8355555555554
s623,2,R,a,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,simulated,simulated,2553.2817065342065
s624,3,C,m,,,,L3,L3,L3,L3,L2,R2,R2,R2,R2,,,,L1,L1,R1,R1,simulated,simulated,2481.5233333333335
s625,2,C,f,,,,L,L,L,L,L,L,X,X,R,,,,X,L,R,R,simulated,simulated,2420.8197474747476
s626,3,R,b,,,,,,,R3,R3,R3,X1,R3,R3,R3,R3,R3,L1,L1,R1,R1,simulated,simulated,2532.1180952380955
s627,2,L,a,L,R,L,R,L,R,R,R,R,,,,,,,L,R,R,R,simulated,simulated,2347.7196183446185
s628,2,R,b,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,simulated,simulated,2553.2817065342065
s629,3,L,f,L2,L2,L2,L3,L2,L3,L3,L3,L3,,,,,,,R1,R1,R2,R2,simulated,simulated,2367.7444444444445
s630,2,L,m,L,X,X,X,X,X,X,X,X,,,,,,,L,L,R,R,simulated,simulated,2510.0529365079365
s631,3,C,a,,,,R2,L2,R3,R1,R3,R3,R3,R3,R2,,,,L2,L1,X1,R1,simulated,simulated,2392.2555555555555
s632,3,L,m,L2,L2,L2,L2,L3,L3,L3,L3,L3,,,,,,,L1,L1,R1,R2,simulated,simulated,2558.0000000000005
s633,2,C,a,,,,L,L,L,L,L,L,R,L,R,,,,L,L,R,R,simulated,simulated,2466.394122359123
s634,3,R,f,,,,,,,X1,X1,L2,R3,R3,R3,R3,R3,R2,L1,L1,R1,R1,simulated,simulated,2512.5
s635,2,L,b,R,L,L,L,L,X,X,X,L,,,,,,,R,L,R,R,simulated,simulated,2347.1165247715253
s636,2,R,f,,,,,,,L,L,L,L,L,L,R,R,R,L,L,L,R,simulated,simulated,2375.7706417656423
s637,3,L,b,L2,L3,L2,X1,X1,X1,X1,X1,X1,,,,,,,L1,L1,R1,R1,simulated,simulated,2519.961111111111
s638,2,C,m,,,,L,X,R,X,X,X,L,X,R,,,,L,L,R,R,simulated,simulated,2425.652328042328
s639,3,R,a,,,,,,,R3,R3,R3,R3,R2,X1,R3,R2,R2,L3,L3,R1,R1,simulated,simulated,2518.2333333333336
s640,3,C,b,,,,R3,L2,L2,L3,R3,L1,R3,R3,R3,,,,L1,L1,X1,R1,simulated,simulated,2379.54
s641,3,R,m,,,,,,,R2,R2,R2,R1,R3,R2,R2,R2,R2,R1,L1,R1,R3,simulated,simulated,2402.8882539682545
s642,2,L,f,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,simulated,simulated,2553.2817065342065
s643,2,R,a,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,simulated,simulated,2553.2817065342065
s644,3,C,b,,,,L2,R2,R2,R2,R2,R2,R2,L2,R2,,,,L1,L1,R1,L1,simulated,simulated,2324.6621428571425
s645,3,R,m,,,,,,,R3,R2,R3,R2,R2,R2,R2,R2,R3,L1,L1,L1,R1,simulated,simulated,2439.0069047619045
s646,2,L,f,L,L,L,L,L,L,L,X,L,,,,,,,L,L,R,R,simulated,simulated,2535.8302871202873
s647,2,R,a,,,,,,,X,X,X,X,R,L,R,R,R,X,L,R,R,simulated,simulated,2425.8164646464647
s648,2,R,m,,,,,,,X,X,X,X,X,R,R,R,R,L,L,R,L,simulated,simulated,2420.3796296296296
